time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-07T08:40:25.242Z,57.9483,-154.9453,81,1.6,ml,,,,0.37,ak,ak020cwv0m70,2020-10-07T09:01:55.318Z,"51 km NW of Karluk, Alaska",earthquake,,1,,,automatic,ak,ak
2020-10-07T08:36:34.920Z,34.1,-117.58,9.26,1.25,ml,18,71,0.04043,0.18,ci,ci39655096,2020-10-07T15:16:51.765Z,"3km S of Rancho Cucamonga, CA",earthquake,0.38,0.65,0.513,6,reviewed,ci,ci
2020-10-07T08:35:40.489Z,61.0602,-148.3575,17.4,1.5,ml,,,,0.89,ak,ak020cwuzksm,2020-10-07T15:49:39.814Z,"36 km NNE of Whittier, Alaska",ice quake,,0.2,,,automatic,ak,ak
2020-10-07T08:33:46.005Z,60.451,-142.9494,9.2,0.9,ml,,,,0.23,ak,ak020cwuz5bk,2020-10-07T15:49:39.561Z,"109 km S of McCarthy, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-07T08:33:37.950Z,36.7752,-115.8602,0.2,0.4,ml,12,172.53,0.081,0.2,nn,nn00777583,2020-10-07T09:10:36.873Z,"28 km NW of Indian Springs, Nevada",earthquake,,13,,,automatic,nn,nn
2020-10-07T08:31:57.259Z,60.5572,-142.8107,0,0.9,ml,,,,0.9,ak,ak020cwuyr7x,2020-10-07T08:37:31.143Z,"97 km S of McCarthy, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-10-07T08:27:33.450Z,61.5493,-151.3163,127.6,0.4,ml,,,,0.68,ak,ak020cwuxuvh,2020-10-07T08:40:51.939Z,"42 km W of Susitna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-10-07T08:24:35.980Z,38.8356667,-122.8081665,2.09,1.08,md,15,53,0.01419,0.02,nc,nc73467711,2020-10-07T09:16:05.684Z,"8km WNW of Cobb, CA",earthquake,0.28,0.57,0.05,3,automatic,nc,nc
2020-10-07T08:19:10.200Z,33.0315,-115.5931667,3.82,1.2,ml,16,58,0.01161,0.25,ci,ci39655088,2020-10-07T08:22:43.499Z,"3km ESE of Westmorland, CA",earthquake,0.51,0.35,0.177,16,automatic,ci,ci
2020-10-07T08:17:49.060Z,38.1293,-118.0938,0.2,0.6,ml,9,196.76,0.062,0.06,nn,nn00777582,2020-10-07T08:34:35.705Z,"29 km S of Mina, Nevada",earthquake,,9.2,,,automatic,nn,nn
2020-10-07T07:52:24.376Z,-1.2884,-77.5972,152.36,4.3,mb,,143,8.044,0.58,us,us6000c6d3,2020-10-07T08:43:13.040Z,"40 km SE of Tena, Ecuador",earthquake,15.7,12.5,0.071,56,reviewed,us,us
2020-10-07T07:49:23.550Z,17.9206,-66.8813,7,2.74,md,21,202,0.0545,0.15,pr,pr2020281008,2020-10-07T08:15:03.467Z,"6 km SSE of Guánica, Puerto Rico",earthquake,0.44,0.22,0.24,9,reviewed,pr,pr
2020-10-07T07:43:02.110Z,33.1411667,-116.4968333,8.72,0.85,ml,39,44,0.1037,0.22,ci,ci39655080,2020-10-07T07:46:31.260Z,"12km NE of Julian, CA",earthquake,0.33,0.91,0.187,18,automatic,ci,ci
2020-10-07T07:40:31.460Z,38.1832,-117.7563,6.7,1.6,ml,12,138.89,0.052,0.09,nn,nn00777579,2020-10-07T08:12:37.044Z,"38 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-10-07T07:38:37.750Z,17.955,-66.7678,11,2.62,md,22,199,0.1132,0.1,pr,pr2020281007,2020-10-08T05:44:11.040Z,"Puerto Rico region",earthquake,0.5,0.38,0.39,17,reviewed,pr,pr
2020-10-07T07:35:01.910Z,38.1385,-117.8687,10.8,0.8,ml,12,74.51,0.004,0.1,nn,nn00777578,2020-10-07T07:41:36.036Z,"34 km SE of Mina, Nevada",earthquake,,3,,,automatic,nn,nn
2020-10-07T07:15:03.320Z,38.7873344,-122.7685013,2.19,0.78,md,12,82,0.01626,0.03,nc,nc73467696,2020-10-07T07:38:05.076Z,"2km NW of The Geysers, CA",earthquake,0.29,0.66,0.11,3,automatic,nc,nc
2020-10-07T07:14:20.341Z,18.2904,-69.1981,35,2.8,ml,,177,0.524,0.63,us,us6000c6cw,2020-10-08T05:41:45.040Z,"21 km SSE of San Pedro de Macorís, Dominican Republic",earthquake,4.2,2,0.06,37,reviewed,us,us
2020-10-07T07:13:24.390Z,38.2575,-112.6051667,6.41,0.8,md,9,114,0.03377,0.11,uu,uu60023784,2020-10-07T17:32:15.720Z,"3 km SE of Beaver, Utah",earthquake,0.56,0.53,0.308,5,reviewed,uu,uu
2020-10-07T07:13:08.850Z,44.5628333,-110.7328333,5.56,0.65,ml,13,84,0.07688,0.17,uu,uu60413367,2020-10-07T17:29:08.380Z,"31 km ESE of West Yellowstone, Montana",earthquake,0.39,2.09,0.089,2,reviewed,uu,uu
2020-10-07T07:12:43.700Z,39.367,-123.2515,5.96,1.44,md,17,135,0.07495,0.05,nc,nc73467691,2020-10-08T11:08:03.714Z,"10km ESE of Willits, CA",earthquake,0.3,0.65,0.22,19,reviewed,nc,nc
2020-10-07T07:06:59.620Z,60.2369,-152.456,96.1,1.4,ml,,,,0.46,ak,ak020cwu7yvo,2020-10-07T07:17:31.673Z,"48 km WNW of Ninilchik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-10-07T07:04:58.850Z,36.0161667,-117.3686667,2.03,1.87,ml,23,130,0.1061,0.19,ci,ci39655072,2020-10-07T07:08:52.948Z,"28km N of Searles Valley, CA",earthquake,0.38,0.6,0.14,25,automatic,ci,ci
2020-10-07T06:50:14.700Z,33.256,-116.314,10.89,0.69,ml,22,127,0.08073,0.27,ci,ci39655064,2020-10-07T06:53:57.857Z,"6km E of Borrego Springs, CA",earthquake,0.54,0.79,0.158,10,automatic,ci,ci
2020-10-07T06:50:13.081Z,-10.4971,120.9259,51.6,4.9,mb,,75,2.257,1.2,us,us6000c6cn,2020-10-07T07:11:56.040Z,"117 km SE of Waingapu, Indonesia",earthquake,7,6.6,0.096,34,reviewed,us,us
2020-10-07T06:50:02.380Z,38.001,-118.0268,10.2,0.4,ml,10,151.99,0.036,0.06,nn,nn00777574,2020-10-07T07:05:55.967Z,"37 km N of Dyer, Nevada",earthquake,,7.5,,,automatic,nn,nn
2020-10-07T06:48:15.863Z,61.5024,-150.4891,43.1,1.4,ml,,,,0.59,ak,ak020cwtvfzm,2020-10-07T07:06:39.633Z,"4 km SSE of Susitna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-10-07T06:43:02.460Z,38.1925,-117.7378,11.1,0.9,ml,14,140.94,0.023,0.05,nn,nn00777571,2020-10-07T06:51:56.552Z,"39 km SE of Mina, Nevada",earthquake,,1.7,,,automatic,nn,nn
2020-10-07T06:42:42.649Z,36.532,-98.98466667,7.72,1.26,ml,33,131,0.04859046489,0.11,ok,ok2020tscd,2020-10-07T13:08:43.644Z,"10 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.19,15,reviewed,ok,ok
2020-10-07T06:40:51.090Z,35.7373333,-117.5458333,8.52,0.6,ml,12,136,0.08881,0.13,ci,ci39655056,2020-10-07T13:41:31.055Z,"13km WSW of Searles Valley, CA",earthquake,0.42,0.98,0.118,9,reviewed,ci,ci
2020-10-07T06:35:56.600Z,38.1555,-118.0047,2.8,1.1,ml,14,120.4,0.094,0.06,nn,nn00777568,2020-10-07T06:44:16.499Z,"27 km SSE of Mina, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-10-07T06:32:32.600Z,35.6911667,-117.5208333,8.59,1.13,ml,20,138,0.1148,0.14,ci,ci39655040,2020-10-07T13:41:45.055Z,"14km SW of Searles Valley, CA",earthquake,0.33,1.07,0.11,15,reviewed,ci,ci
2020-10-07T06:27:15.332Z,56.5024,-155.458,83.5,2.2,ml,,,,0.43,ak,ak020cwtqxvy,2020-10-07T06:51:27.614Z,"93 km WSW of Akhiok, Alaska",earthquake,,2,,,automatic,ak,ak
2020-10-07T06:19:04.270Z,17.9256,-66.911,7,2.37,md,21,212,0.0588,0.15,pr,pr2020281006,2020-10-07T07:06:01.152Z,"5 km S of Guánica, Puerto Rico",earthquake,0.54,0.28,0.53,12,reviewed,pr,pr
2020-10-07T06:13:57.747Z,-5.9822,130.6131,128.45,4.5,mb,,74,2.1,0.97,us,us6000c6cd,2020-10-07T06:35:37.040Z,"240 km W of Tual, Indonesia",earthquake,6.5,7.6,0.116,22,reviewed,us,us
2020-10-07T06:13:39.730Z,35.6915,-117.518,8.65,0.76,ml,15,157,0.1142,0.14,ci,ci39655032,2020-10-07T13:42:10.058Z,"13km SW of Searles Valley, CA",earthquake,0.43,1.32,0.173,10,reviewed,ci,ci
2020-10-07T06:11:17.970Z,38.4826667,-112.845,-0.53,-1.12,md,5,215,0.02471,0.07,uu,uu60023799,2020-10-07T21:31:45.760Z,"17 km ENE of Milford, Utah",earthquake,0.44,0.19,0.572,2,reviewed,uu,uu
2020-10-07T06:11:03.950Z,38.4803333,-112.8323333,0,0.22,md,6,248,0.03135,0.31,uu,uu60413362,2020-10-07T21:31:12.210Z,"18 km ENE of Milford, Utah",earthquake,2.22,1.97,0.342,2,reviewed,uu,uu
2020-10-07T06:04:47.450Z,63.928,-148.9254,15.5,0.9,ml,,,,0.41,ak,ak020cwtm2x2,2020-10-07T06:09:52.470Z,"8 km NNE of Healy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-10-07T06:04:00.510Z,17.934,-66.8388,8,2.97,md,20,194,0.0576,0.19,pr,pr2020281005,2020-10-07T07:04:59.456Z,"6 km SSW of Indios, Puerto Rico",earthquake,0.55,0.86,0.13,9,reviewed,pr,pr
2020-10-07T05:58:11.180Z,38.48,-112.8321667,0.01,0.01,md,6,248,0.03122,0.31,uu,uu60413357,2020-10-07T21:30:38.690Z,"18 km ENE of Milford, Utah",earthquake,2.12,1.56,0.503,2,reviewed,uu,uu
2020-10-07T05:52:40.210Z,38.205,-117.903,10.3,0.7,ml,10,116.92,0.03,0.02,nn,nn00777566,2020-10-07T06:36:35.845Z,"27 km SE of Mina, Nevada",earthquake,,5.3,,,automatic,nn,nn
2020-10-07T05:47:32.960Z,38.483,-112.8383333,0.03,-0.54,md,6,232,0.02922,0.18,uu,uu60413352,2020-10-07T21:30:04.920Z,"17 km ENE of Milford, Utah",earthquake,1.15,0.78,0.397,2,reviewed,uu,uu
2020-10-07T05:44:56.638Z,59.2303,-153.0346,76.3,1.6,ml,,,,0.45,ak,ak020cwt98o8,2020-10-07T06:08:12.061Z,"65 km WSW of Nanwalek, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-10-07T05:44:24.369Z,61.1107,-150.9825,64.9,1.3,ml,,,,0.88,ak,ak020cwt9663,2020-10-07T05:50:19.584Z,"6 km ESE of Beluga, Alaska",earthquake,,1.7,,,automatic,ak,ak
2020-10-07T05:43:26.200Z,38.828167,-122.805336,1.72,0.77,md,16,46,0.01555,0.02,nc,nc73467671,2020-10-07T06:01:06.503Z,"7km NW of The Geysers, CA",earthquake,0.24,0.45,0.05,4,automatic,nc,nc
2020-10-07T05:42:59.790Z,40.7258333,-112.0568333,9.33,0.58,md,9,115,0.01596,0.09,uu,uu60413347,2020-10-07T17:36:55.220Z,"4 km ENE of Magna, Utah",earthquake,0.49,0.75,0.259,4,reviewed,uu,uu
2020-10-07T05:34:56.110Z,38.1312,-118.0178,3.2,1.6,ml,19,70.95,0.039,0.09,nn,nn00777562,2020-10-07T05:54:45.336Z,"29 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-10-07T05:34:23.054Z,-28.994,-71.1249,52.68,4.7,mwr,,98,0.372,0.77,us,us6000c6bs,2020-10-07T12:12:02.464Z,"58 km SW of Vallenar, Chile",earthquake,5.9,7.1,0.051,37,reviewed,us,us
2020-10-07T05:34:12.680Z,38.6703,-118.54,12.3,1.3,ml,16,86.64,0.045,0.06,nn,nn00777560,2020-10-07T05:54:36.346Z,"17 km NNE of Hawthorne, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-10-07T05:32:39.249Z,38.1267,-118.0094,2.1,2.1,ml,26,77.94,0.041,0.1116,nn,nn00777556,2020-10-08T02:26:44.420Z,"30 km SSE of Mina, Nevada",earthquake,,0.8,0.28,14,reviewed,nn,nn
2020-10-07T05:30:36.690Z,38.6743,-118.5458,12.2,1.6,ml,17,76.94,0.053,0.07,nn,nn00777553,2020-10-07T05:34:17.080Z,"17 km NNE of Hawthorne, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-10-07T05:26:17.930Z,36.4536667,-117.9708333,6.87,1.44,ml,15,152,0.08922,0.26,ci,ci39655024,2020-10-07T05:29:55.401Z,"17km SSE of Lone Pine, CA",earthquake,0.6,1.99,0.466,9,automatic,ci,ci
2020-10-07T05:19:18.430Z,19.1924991607666,-155.46549987793,35.7299995422363,2.01999998,md,40,107,,0.150000006,hv,hv72170116,2020-10-07T05:22:39.930Z,"1 km SE of Pāhala, Hawaii",earthquake,0.66,0.930000007,1.42999995,14,automatic,hv,hv
2020-10-07T05:14:28.590Z,19.3143,-64.0701,35,3,ml,,327,2.049,0.34,us,us6000c6bn,2020-10-08T05:16:00.040Z,"132 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,15.1,2,0.065,31,reviewed,us,us
2020-10-07T05:13:00.440Z,36.36516667,-97.34716667,7.58,0.85,ml,44,80,0.1016800469,0.26,ok,ok2020trze,2020-10-08T14:05:10.344Z,"9 km NNW of Perry, Oklahoma",earthquake,,1.1,0.23,18,reviewed,ok,ok
2020-10-07T05:11:53.190Z,40.751667,-124.4166641,21.37,2.18,md,10,207,0.3012,0.06,nc,nc73467661,2020-10-07T06:28:05.659Z,"19km W of Humboldt Hill, CA",earthquake,0.67,1.27,0.08,6,automatic,nc,nc
2020-10-07T05:01:04.120Z,44.5573333,-110.735,4.56,0.25,md,11,90,0.0813,0.11,uu,uu60413342,2020-10-07T18:00:02.690Z,"31 km ESE of West Yellowstone, Montana",earthquake,0.35,0.63,0.339,9,reviewed,uu,uu
2020-10-07T04:58:11.035Z,38.1762,-117.7999,8.3,1.4,ml,23,62.95,0.058,0.1582,nn,nn00777550,2020-10-08T02:26:40.680Z,"35 km SE of Mina, Nevada",earthquake,,0.9,0.27,12,reviewed,nn,nn
2020-10-07T04:57:23.990Z,44.639,-110.3695,7.31,1.52,ml,15,78,0.07694,0.18,uu,uu60413337,2020-10-07T14:04:13.750Z,"45 km SE of Mammoth, Wyoming",earthquake,0.59,1.31,0.269,3,reviewed,uu,uu
2020-10-07T04:56:43.380Z,40.7566681,-124.4113312,20.91,3.16,ml,25,207,0.2864,0.07,nc,nc73467651,2020-10-07T22:11:54.040Z,"19km W of Humboldt Hill, CA",earthquake,0.42,0.44,0.246,9,automatic,nc,nc
2020-10-07T04:54:44.260Z,38.1913,-117.8607,13.3,1.6,ml,16,81.72,0.033,0.13,nn,nn00777545,2020-10-07T04:58:56.869Z,"30 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-10-07T04:42:59.710Z,38.4816667,-112.835,-0.14,-0.18,md,6,241,0.03083,0.2,uu,uu60413332,2020-10-07T21:29:31.230Z,"18 km ENE of Milford, Utah",earthquake,1.42,1.26,0.549,2,reviewed,uu,uu
2020-10-07T04:39:06.940Z,38.4815,-112.8376667,0.14,-0.08,md,0,235,0.02934,0.11,uu,uu60413327,2020-10-07T22:39:04.830Z,"17 km ENE of Milford, Utah",earthquake,0.77,7.66,0.423,2,reviewed,uu,uu
2020-10-07T04:35:27.520Z,35.6696667,-117.4861667,3.62,1.88,ml,28,85,0.08525,0.2,ci,ci39655008,2020-10-07T13:42:52.060Z,"13km SW of Searles Valley, CA",earthquake,0.32,0.95,0.145,26,reviewed,ci,ci
2020-10-07T04:27:43.240Z,36.52716667,-98.9885,8.06,0.89,ml,23,140,0.04769064147,0.08,ok,ok2020trxr,2020-10-08T13:13:41.358Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.3,0.14,6,reviewed,ok,ok
2020-10-07T04:26:02.660Z,44.5648333,-110.737,6.89,1.17,ml,19,68,0.07833,0.14,uu,uu60413322,2020-10-07T13:24:52.770Z,"31 km ESE of West Yellowstone, Montana",earthquake,0.3,0.88,0.385,4,reviewed,uu,uu
2020-10-07T04:24:50.640Z,44.5631667,-110.7325,7.8,2.04,ml,21,66,0.0765,0.18,uu,uu60413317,2020-10-07T13:16:39.000Z,"31 km ESE of West Yellowstone, Montana",earthquake,0.36,0.88,0.307,7,reviewed,uu,uu
2020-10-07T04:22:09.380Z,38.4816667,-112.8333333,0.45,-0.42,md,6,244,0.03173,0.29,uu,uu60413312,2020-10-07T20:46:38.880Z,"18 km ENE of Milford, Utah",earthquake,1.48,7.22,0.414,2,reviewed,uu,uu
2020-10-07T04:21:13.860Z,38.0695,-118.7448349,8.1,2.7,ml,33,77,0.2621,0.07,nc,nc73467641,2020-10-08T02:26:36.209Z,"28km SE of Bodie, CA",earthquake,0.25,1.86,0.237,10,automatic,nc,nc
2020-10-07T04:21:10.550Z,36.527,-98.98933333,8.08,0.56,ml,19,140,0.04769064147,0.1,ok,ok2020trxm,2020-10-08T13:59:44.515Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.4,0.18,8,reviewed,ok,ok
2020-10-07T04:18:58.665Z,60.0442,-151.2069,53.5,1.1,ml,,,,0.21,ak,ak020cwsi8ep,2020-10-07T04:24:23.611Z,"23 km SSE of Clam Gulch, Alaska",earthquake,,1.8,,,automatic,ak,ak
2020-10-07T04:18:14.670Z,38.4831667,-112.8438333,-0.58,0.3,md,6,218,0.02527,0.06,uu,uu60023789,2020-10-07T20:46:04.460Z,"17 km ENE of Milford, Utah",earthquake,0.38,0.15,0.418,3,reviewed,uu,uu
2020-10-07T04:17:58.479Z,38.1673,-117.8763,10.4,1.6,ml,8,129.06,0.007,0.1454,nn,nn00777660,2020-10-08T02:26:58.259Z,"Nevada",earthquake,,1.4,0.25,8,reviewed,nn,nn
2020-10-07T04:17:47.218Z,38.1808,-117.8689,11.3,2,ml,29,53.57,0.019,0.1596,nn,nn00777530,2020-10-08T02:26:24.258Z,"31 km SE of Mina, Nevada",earthquake,,0.6,0.26,15,reviewed,nn,nn
2020-10-07T04:17:38.494Z,38.1782,-117.8739,11.3,1.5,ml,20,104.7,0.016,0.1449,nn,nn00777655,2020-10-08T02:26:52.810Z,"31 km SE of Mina, Nevada",earthquake,,0.8,0.57,10,reviewed,nn,nn
2020-10-07T04:17:29.920Z,38.4821667,-112.8403333,0.11,-0.43,md,6,228,0.02817,0.11,uu,uu60413307,2020-10-07T20:45:30.980Z,"17 km ENE of Milford, Utah",earthquake,0.61,8.01,0.295,2,reviewed,uu,uu
2020-10-07T04:15:02.850Z,38.4816667,-112.8433333,-0.54,0.51,md,7,220,0.01247,0.08,uu,uu60413302,2020-10-07T20:44:58.150Z,"17 km ENE of Milford, Utah",earthquake,0.41,0.14,0.424,2,reviewed,uu,uu
2020-10-07T04:12:40.010Z,48.4568333333333,-123.38,23.42,0.59,ml,11,79,0.05703,0.24,uw,uw61691476,2020-10-08T22:51:23.770Z,"3 km NW of Victoria, Canada",earthquake,0.68,1.07,0.0342335425420293,3,reviewed,uw,uw
2020-10-07T04:12:34.360Z,38.4805,-112.8358333,0.17,0.47,md,6,240,0.02953,0.09,uu,uu60413297,2020-10-07T20:43:53.030Z,"17 km ENE of Milford, Utah",earthquake,0.86,6.3,0.321,2,reviewed,uu,uu
2020-10-07T04:05:32.810Z,46.2363333333333,-122.110666666667,8.38,0.2,ml,13,96,0.01991,0.17,uw,uw61691471,2020-10-07T16:21:16.140Z,"37 km SSE of Morton, Washington",earthquake,0.51,0.37,0.191098349290408,7,reviewed,uw,uw
2020-10-07T04:03:25.840Z,58.2395,-155.171666666667,4.61,-0.76,ml,5,132,,0.2,av,av91008688,2020-10-07T23:08:29.520Z,"85 km NNW of Karluk, Alaska",earthquake,0.5,1.7,0.263130133532769,5,reviewed,av,av
2020-10-07T03:58:03.040Z,36.53133333,-98.98883333,7.93,2.12,ml,57,61,0,0.13,ok,ok2020trws,2020-10-07T13:04:42.039Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.26,25,reviewed,ok,ok
2020-10-07T03:51:23.780Z,38.8168335,-122.8051682,3.07,0.85,md,19,48,0.01174,0.02,nc,nc73467631,2020-10-07T04:16:05.958Z,"6km NW of The Geysers, CA",earthquake,0.27,0.62,0.26,4,automatic,nc,nc
2020-10-07T03:48:39.310Z,60.1639,-151.7597,59.8,1.2,ml,,,,0.42,ak,ak020cws371r,2020-10-07T04:06:34.182Z,"13 km NNW of Ninilchik, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-10-07T03:46:04.003Z,63.3294,-151.8015,4.2,1.7,ml,,,,0.8,ak,ak020cws2otr,2020-10-07T03:50:42.171Z,"23 km S of Denali National Park, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-10-07T03:45:48.060Z,36.52566667,-98.98633333,8.01,0.89,ml,18,140,0.04859046489,0.09,ok,ok2020trwh,2020-10-08T13:56:38.534Z,"9 km NE of Quinlan, Oklahoma",earthquake,,0.4,0.1,7,reviewed,ok,ok
2020-10-07T03:44:36.210Z,36.533,-98.98666667,7.68,2,ml,61,53,0.04679081805,0.16,ok,ok2020trwg,2020-10-07T12:59:19.544Z,"10 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.24,28,reviewed,ok,ok
2020-10-07T03:41:17.990Z,38.222,-117.695,11.2,1.2,ml,14,193.81,0.045,0.16,nn,nn00777527,2020-10-07T04:19:15.768Z,"40 km ESE of Mina, Nevada",earthquake,,12.9,,,automatic,nn,nn
2020-10-07T03:31:36.210Z,36.5305,-98.98583333,7.58,1.48,ml,43,103,0.04859046489,0.15,ok,ok2020trvv,2020-10-08T13:09:52.149Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.2,15,reviewed,ok,ok
2020-10-07T03:28:33.549Z,36.53133333,-98.98783333,7.75,2.12,ml,64,53,0,0.14,ok,ok2020trvt,2020-10-07T12:54:11.892Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.22,30,reviewed,ok,ok
2020-10-07T03:23:39.600Z,19.1538333892822,-155.488662719727,32.6300010681152,2,md,41,139,,0.119999997,hv,hv72170016,2020-10-07T03:26:52.280Z,"5 km S of Pāhala, Hawaii",earthquake,0.63,0.99000001,0.949999988,11,automatic,hv,hv
2020-10-07T03:21:23.270Z,58.285,-154.977,2.97,-0.1,ml,8,167,,0.11,av,av91008683,2020-10-07T23:04:41.870Z,"85 km NNW of Karluk, Alaska",earthquake,0.45,0.88,0.382953507650678,8,reviewed,av,av
2020-10-07T03:09:32.160Z,38.1653,-117.823,9.3,1.2,ml,14,98.54,0.048,0.1,nn,nn00777522,2020-10-07T03:20:55.645Z,"35 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-10-07T03:02:11.398Z,38.1598,-117.9638,11.7,1.6,ml,29,62.08,0.021,0.1614,nn,nn00777518,2020-10-08T02:26:19.384Z,"28 km SSE of Mina, Nevada",earthquake,,0.6,0.22,15,reviewed,nn,nn
2020-10-07T02:57:09.140Z,38.1263,-117.9778,13.3,0.4,ml,11,129.3,0.009,0.02,nn,nn00777516,2020-10-07T03:02:55.307Z,"31 km SSE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-10-07T02:56:33.250Z,38.8221664,-122.7994995,1.69,0.99,md,21,50,0.01455,0.02,nc,nc73467616,2020-10-07T03:14:05.396Z,"6km NW of The Geysers, CA",earthquake,0.2,0.44,0.09,4,automatic,nc,nc
2020-10-07T02:53:04.960Z,17.9323,-67.0746,11,3.05,md,22,238,0.048,0.11,pr,pr2020281004,2020-10-07T10:55:33.220Z,"5 km SSW of La Parguera, Puerto Rico",earthquake,0.67,0.33,0.23,22,reviewed,pr,pr
2020-10-07T02:42:11.970Z,36.0620003,-120.6331635,2.22,1.05,md,8,134,0.03072,0.06,nc,nc73467611,2020-10-07T03:02:05.326Z,"25km E of San Ardo, CA",earthquake,0.75,2.35,0.09,4,automatic,nc,nc
2020-10-07T02:35:54.450Z,58.1728333333333,-155.355833333333,1.67,-1.01,ml,4,146,,0.04,av,av91008678,2020-10-07T23:02:26.440Z,"85 km NW of Karluk, Alaska",earthquake,0.33,1.09,0.142536350266317,4,reviewed,av,av
2020-10-07T02:35:03.160Z,36.758,-115.7848,2.1,0.3,ml,10,267.69,0.123,0.11,nn,nn00777513,2020-10-07T02:57:55.852Z,"Nevada",earthquake,,2,,,automatic,nn,nn
2020-10-07T02:32:53.687Z,38.1733,-118.0001,2.6,1.2,ml,19,101.53,0.029,0.1359,nn,nn00777511,2020-10-08T02:26:14.425Z,"25 km SSE of Mina, Nevada",earthquake,,0.7,0.19,8,reviewed,nn,nn
2020-10-07T02:31:19.170Z,35.6318333,-117.462,6.82,0.89,ml,10,163,0.04523,0.19,ci,ci39654976,2020-10-07T02:35:01.830Z,"16km SSW of Searles Valley, CA",earthquake,0.71,0.87,0.185,8,automatic,ci,ci
2020-10-07T02:26:06.380Z,38.1658,-117.8842,6.7,0.9,ml,13,112.29,0.013,0.09,nn,nn00777509,2020-10-07T02:33:35.367Z,"31 km SE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-10-07T02:21:39.209Z,67.2427,-146.0748,7.1,1,ml,,,,0.2,ak,ak020cwrbz1c,2020-10-07T02:24:42.317Z,"29 km NNE of Venetie, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-10-07T02:17:59.620Z,38.8154984,-122.8071671,1.47,0.61,md,17,41,0.01194,0.02,nc,nc73467601,2020-10-07T02:51:07.237Z,"6km NW of The Geysers, CA",earthquake,0.21,0.74,0.35,2,automatic,nc,nc
2020-10-07T02:13:53.340Z,38.8048325,-122.8284988,1.84,0.57,md,8,90,0.004064,0.02,nc,nc73467596,2020-10-07T02:29:05.085Z,"7km WNW of The Geysers, CA",earthquake,0.44,0.76,0.01,2,automatic,nc,nc
2020-10-07T02:07:58.691Z,53.4997,-159.8232,10,3.8,mb,,226,1.341,0.69,us,us6000c69u,2020-10-07T02:21:11.040Z,"209 km SSE of Sand Point, Alaska",earthquake,7.1,2,0.192,7,reviewed,us,us
2020-10-07T02:07:17.580Z,19.2276668548584,-155.414337158203,31.5300006866455,2.11999989,md,46,140,,0.150000006,hv,hv72169931,2020-10-07T02:10:20.980Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.67,0.860000014,0.800000012,15,automatic,hv,hv
2020-10-07T02:02:55.190Z,36.741,-116.2973,12.4,1.2,ml,18,90.38,0.124,0.15,nn,nn00777507,2020-10-07T02:22:37.493Z,"45 km ESE of Beatty, Nevada",earthquake,,1.9,,,automatic,nn,nn
2020-10-07T01:50:22.410Z,35.6963333,-117.4918333,2.47,0.58,ml,10,148,0.1122,0.1,ci,ci39654968,2020-10-07T01:53:55.913Z,"11km SW of Searles Valley, CA",earthquake,0.47,0.6,0.094,8,automatic,ci,ci
2020-10-07T01:46:35.080Z,34.3846667,-116.8431667,10.94,1.26,ml,12,218,0.1379,0.21,ci,ci39654960,2020-10-07T01:50:18.885Z,"13km ESE of Lucerne Valley, CA",earthquake,0.9,1.99,0.128,8,automatic,ci,ci
2020-10-07T01:44:16.800Z,39.3626671,-123.2608337,3.28,1.74,md,14,116,0.07588,0.08,nc,nc73467581,2020-10-07T03:35:05.506Z,"10km ESE of Willits, CA",earthquake,0.38,2.71,0.11,11,automatic,nc,nc
